locus_id,accession,gene_gi,scaffold_id,start,stop,strand,gene_id,gene_name,gene_desc,cog,cog_fun,cog_desc,tigr_fam,tigr_roles,go,ec,ec_desc
209616,YP_009146.1,46562152.0,1945,144646,143522,-,DVUA0106,DVUA0106,"type III secretion target, YopN family (TIGR)",,,,"TIGR02511 type III secretion effector delivery regulator, TyeA family,TIGR02568 type III secretion regulator YopN/LcrE/InvE/MxiC",Cellular processes:Pathogenesis,"GO:0009405,GO:0009306,GO:0050709,GO:0030254,GO:0019867,GO:0009986,GO:0015448",,
11399262,,,1945,145353,145655,+,,Protein-coding gene,,,,,,,,,
209614,,,1945,145580,146200,+,DVUA0108,DVUA0108,hypothetical protein (TIGR),,,,,,,,
209613,YP_009149.1,46562149.0,1945,146209,146709,+,DVUA0109,DVUA0109,"type III secretion system chaperone, LcrH/SycD family (TIGR)",,,,TIGR02552 type III secretion low calcium response chaperone LcrH/SycD,,"GO:0006950,GO:0005488",,
408383,YP_009150.1,46562278.0,1945,146706,147713,+,DVUA0110,DVUA0110,"type III secretion system target, YopB family (TIGR)",COG5613,S,Uncharacterized conserved protein,,,GO:0009405,,
209612,YP_009151.1,46562148.0,1945,147662,148558,+,DVUA0111,DVUA0111,"type III secretion system protein, IpaC family, putative (TIGR)",,,,,,,,
11399263,,,1945,148611,149066,+,,Protein-coding gene,,,,,,,"GO:0050708,GO:0009405,GO:0005737",,
209611,YP_009152.1,46562147.0,1945,149369,151243,+,DVUA0112,DVUA0112,"type III secretion system protein, YscC family (TIGR)",COG1450,NU,"Type II secretory pathway, component PulD","TIGR02516 type III secretion outer membrane pore, YscC/HrcC family",Cellular processes:Pathogenesis,"GO:0009306,GO:0016020,GO:0015448",,
209610,YP_009153.1,46562146.0,1945,151240,153048,+,DVUA0113,DVUA0113,"type III secretion protein, YscD family (TIGR)",,,,"TIGR02500 type III secretion apparatus protein, YscD/HrpQ family",Cellular processes:Pathogenesis,,,
209609,YP_009154.1,46562145.0,1945,153041,153250,+,DVUA0114,DVUA0114,hypothetical protein (TIGR),,,,,,,,
209608,YP_009155.1,46562144.0,1945,153276,153527,+,DVUA0115,DVUA0115,"type III secretion system protein, YscF family (TIGR)",,,,,,"GO:0009405,GO:0015031,GO:0008565",,
209607,YP_009156.1,46562143.0,1945,153722,154087,+,DVUA0116,DVUA0116,conserved hypothetical protein (TIGR),,,,,,GO:0005488,,
11399264,,,1945,154130,154945,+,,Protein-coding gene,,,,,,,,,
209606,YP_009157.1,46562142.0,1945,154970,155785,+,DVUA0117,escJ,type III secretion lipoprotein (TIGR),COG4669,U,"Type III secretory pathway, lipoprotein EscJ","TIGR02544 type III secretion apparatus lipoprotein, YscJ/HrcJ family",Cellular processes:Pathogenesis,"GO:0009306,GO:0015448",,
11399265,,,1945,155792,156715,+,,Protein-coding gene,,,,,,,,,
408384,YP_009158.1,46562261.0,1945,156694,157311,+,DVUA0118,DVUA0118,"type III secretion protein, YopL family (TIGR)",COG1317,NU,Flagellar biosynthesis/type III secretory pathway protein,"TIGR02499 type III secretion apparatus protein, HrpE/YscL family",Cellular processes:Pathogenesis,"GO:0009877,GO:0001539,GO:0009288,GO:0003774",,
209605,YP_009159.1,46562141.0,1945,157639,158955,+,DVUA0119,sctN,type III secretion system ATPase (TIGR),COG1157,NU,Flagellar biosynthesis/type III secretory pathway ATPase,"TIGR01026 ATPase FliI/YscN family,TIGR02546 type III secretion apparatus H+-transporting two-sector ATPase",Cellular processes:Pathogenesis,"GO:0030254,GO:0015031,GO:0015986,GO:0045259,GO:0016469,GO:0005737,GO:0005524,GO:0046933,GO:0046961,GO:0003936",3.6.3.14,H(+)-transporting two-sector ATPase.
11399266,,,1945,158959,159453,+,,Protein-coding gene,,,,,,,,,
408385,YP_009160.1,46562274.0,1945,159466,160158,+,DVUA0120,DVUA0120,"type III secretion protein, putative (TIGR)",,,,TIGR02514 type III secretion system needle length determinant,,GO:0009405,,
209604,YP_009161.1,46562140.0,1945,160160,161614,+,DVUA0121,DVUA0121,"type III secretion system protein, YopQ family (TIGR)",COG1886,NU,Flagellar motor switch/type III secretory pathway protein,"TIGR02551 type III secretion apparatus protein, YscQ/HrcQ family [epaO]",Cellular processes:Pathogenesis,GO:0030254,,
209603,YP_009162.1,46562139.0,1945,161611,162261,+,DVUA0122,yscR,"type III secretion system protein, YscR family (TIGR)",COG4790,U,"Type III secretory pathway, component EscR","TIGR01102 type III secretion apparatus protein, YscR/HrcR family [epaP]",Cellular processes:Pathogenesis,"GO:0009306,GO:0015031,GO:0016021,GO:0004806,GO:0015448",3.1.1.3,Triacylglycerol lipase.
209602,YP_009163.1,46562138.0,1945,162292,162627,+,DVUA0123,DVUA0123,anti-anti-sigma factor (TIGR),COG1366,T,Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor),TIGR00377 anti-anti-sigma factor,Regulatory functions:Protein interactions,"GO:0006355,GO:0045152",,
209601,YP_009164.1,46562137.0,1945,162643,163059,+,DVUA0124,DVUA0124,sigma factor serine-protein kinase (TIGR),COG2172,T,Anti-sigma regulatory factor (Ser/Thr protein kinase),,,GO:0005524,,
209600,YP_009165.1,46562136.0,1945,163070,164422,+,DVUA0125,slt,"transglycosylase, SLT family (TIGR)",,,,,,,,
209599,YP_009166.1,46562135.0,1945,164796,165263,+,DVUA0126,DVUA0126,conserved hypothetical protein (TIGR),,,,,,"GO:0050708,GO:0009405,GO:0005737",,
11399267,,,1945,165323,167803,+,,Protein-coding gene,,,,,,,,,
209595,YP_009169.1,46562132.0,1945,168254,170362,+,DVUA0129,cas3,CRISPR-associated helicase Cas3 domain protein (TIGR),COG1203,R,Predicted helicases,"TIGR01587 CRISPR-associated helicase Cas3 [cas3],TIGR01596 CRISPR-associated endonuclease Cas3-HD",Mobile and extrachromosomal element functions:Other,"GO:0003676,GO:0005524,GO:0008026",3.1.-.-,
408386,YP_009170.1,46562260.0,1945,170376,171059,+,DVUA0130,DVUA0130,"CRISPR-associated protein, CT1134 family (TIGR)",,,,"TIGR01876 CRISPR-associated protein Cas5, subtype I-C/DVULG [cas5],TIGR02593 CRISPR-associated protein Cas5 [cas5]",Mobile and extrachromosomal element functions:Other,,,
209594,YP_009171.1,46562131.0,1945,171056,172894,+,DVUA0131,DVUA0131,"CRISPR-associated protein, CT1133 family (TIGR)",,,,"TIGR01863 CRISPR-associated protein Cas8c/Csd1, subtype I-C/DVULG [cas8c]",Mobile and extrachromosomal element functions:Other,,,
209592,YP_009172.1,46562130.0,1945,172897,173769,+,DVUA0132,DVUA0132,"CRISPR-associated protein, TM1801 family (TIGR)",COG3649,L,Uncharacterized protein predicted to be involved in DNA repair,"TIGR01595 CRISPR-associated protein, CT1132 family,TIGR02589 CRISPR-associated protein Cas7/Csd2, subtype I-C/DVULG [cas7]",Mobile and extrachromosomal element functions:Other,,,
408387,YP_009173.1,46562279.0,1945,173771,174409,+,DVUA0133,DVUA0133,CRISPR-associated protein Cas4 (TIGR),COG1468,L,RecB family exonuclease,TIGR00372 CRISPR-associated protein Cas4 [cas4],Mobile and extrachromosomal element functions:Other,,,
209738,YP_009174.1,46562259.0,1945,174393,175424,+,DVUA0134,cas1,CRISPR-associated protein Cas1 (TIGR),COG1518,L,Uncharacterized protein predicted to be involved in DNA repair,"TIGR00287 CRISPR-associated endonuclease Cas1 [cas1],TIGR03640 CRISPR-associated endonuclease Cas1, subtype I-C/DVULG [cas1]",Mobile and extrachromosomal element functions:Other,"GO:0003889,GO:0003894,GO:0016448,GO:0016452,GO:0003890,GO:0003895,GO:0016449,GO:0019984,GO:0003891,GO:0015999,GO:0016450,GO:0003893,GO:0016000,GO:0016451","2.7.7.7,3.1.-.-","DNA-directed DNA polymerase.,"
209737,YP_009175.1,46562258.0,1945,175411,175719,+,DVUA0135,DVUA0135,CRISPR-associated protein Cas2 (TIGR),COG1343,L,Uncharacterized protein predicted to be involved in DNA repair,TIGR01573 CRISPR-associated endoribonuclease Cas2 [cas2],Mobile and extrachromosomal element functions:Other,GO:0005525,,
11427099,,,1945,175898,175929,+,,CRISPR,,,,,,,,,
11569462,,,1945,175898,175929,+,,CRISPR,,,,,,,,,
11711854,,,1945,175898,175929,+,,CRISPR,,,,,,,,,
11427100,,,1945,175930,175962,+,,CRISPR spacer,,,,,,,,,
11569463,,,1945,175930,175962,+,,CRISPR spacer,,,,,,,,,
11711855,,,1945,175930,175962,+,,CRISPR spacer,,,,,,,,,
11427101,,,1945,175963,175994,+,,CRISPR,,,,,,,,,
11569464,,,1945,175963,175994,+,,CRISPR,,,,,,,,,
11711856,,,1945,175963,175994,+,,CRISPR,,,,,,,,,
11427102,,,1945,175995,176029,+,,CRISPR spacer,,,,,,,,,
11569465,,,1945,175995,176029,+,,CRISPR spacer,,,,,,,,,
11711857,,,1945,175995,176029,+,,CRISPR spacer,,,,,,,,,
11427103,,,1945,176030,176061,+,,CRISPR,,,,,,,,,
11569466,,,1945,176030,176061,+,,CRISPR,,,,,,,,,
11711858,,,1945,176030,176061,+,,CRISPR,,,,,,,,,
11427104,,,1945,176062,176097,+,,CRISPR spacer,,,,,,,,,
11569467,,,1945,176062,176097,+,,CRISPR spacer,,,,,,,,,
11711859,,,1945,176062,176097,+,,CRISPR spacer,,,,,,,,,
11427105,,,1945,176098,176129,+,,CRISPR,,,,,,,,,
11569468,,,1945,176098,176129,+,,CRISPR,,,,,,,,,
11711860,,,1945,176098,176129,+,,CRISPR,,,,,,,,,
11427106,,,1945,176130,176162,+,,CRISPR spacer,,,,,,,,,
11569469,,,1945,176130,176162,+,,CRISPR spacer,,,,,,,,,
11711861,,,1945,176130,176162,+,,CRISPR spacer,,,,,,,,,
11427107,,,1945,176163,176194,+,,CRISPR,,,,,,,,,
11569470,,,1945,176163,176194,+,,CRISPR,,,,,,,,,
11711862,,,1945,176163,176194,+,,CRISPR,,,,,,,,,
11427108,,,1945,176195,176228,+,,CRISPR spacer,,,,,,,,,
11569471,,,1945,176195,176228,+,,CRISPR spacer,,,,,,,,,
11711863,,,1945,176195,176228,+,,CRISPR spacer,,,,,,,,,
11427109,,,1945,176229,176260,+,,CRISPR,,,,,,,,,
11569472,,,1945,176229,176260,+,,CRISPR,,,,,,,,,
11711864,,,1945,176229,176260,+,,CRISPR,,,,,,,,,
11427110,,,1945,176261,176292,+,,CRISPR spacer,,,,,,,,,
11569473,,,1945,176261,176292,+,,CRISPR spacer,,,,,,,,,
11711865,,,1945,176261,176292,+,,CRISPR spacer,,,,,,,,,
11427111,,,1945,176293,176324,+,,CRISPR,,,,,,,,,
11569474,,,1945,176293,176324,+,,CRISPR,,,,,,,,,
11711866,,,1945,176293,176324,+,,CRISPR,,,,,,,,,
11427112,,,1945,176325,176358,+,,CRISPR spacer,,,,,,,,,
11569475,,,1945,176325,176358,+,,CRISPR spacer,,,,,,,,,
11711867,,,1945,176325,176358,+,,CRISPR spacer,,,,,,,,,
11427113,,,1945,176359,176390,+,,CRISPR,,,,,,,,,
11569476,,,1945,176359,176390,+,,CRISPR,,,,,,,,,
11711868,,,1945,176359,176390,+,,CRISPR,,,,,,,,,
11427114,,,1945,176391,176425,+,,CRISPR spacer,,,,,,,,,
11569477,,,1945,176391,176425,+,,CRISPR spacer,,,,,,,,,
11711869,,,1945,176391,176425,+,,CRISPR spacer,,,,,,,,,
11427115,,,1945,176426,176457,+,,CRISPR,,,,,,,,,
11569478,,,1945,176426,176457,+,,CRISPR,,,,,,,,,
11711870,,,1945,176426,176457,+,,CRISPR,,,,,,,,,
11427116,,,1945,176458,176492,+,,CRISPR spacer,,,,,,,,,
11569479,,,1945,176458,176492,+,,CRISPR spacer,,,,,,,,,
11711871,,,1945,176458,176492,+,,CRISPR spacer,,,,,,,,,
11427117,,,1945,176493,176524,+,,CRISPR,,,,,,,,,
11569480,,,1945,176493,176524,+,,CRISPR,,,,,,,,,
11711872,,,1945,176493,176524,+,,CRISPR,,,,,,,,,
11427118,,,1945,176525,176559,+,,CRISPR spacer,,,,,,,,,
11569481,,,1945,176525,176559,+,,CRISPR spacer,,,,,,,,,
11711873,,,1945,176525,176559,+,,CRISPR spacer,,,,,,,,,
11427119,,,1945,176560,176591,+,,CRISPR,,,,,,,,,
11569482,,,1945,176560,176591,+,,CRISPR,,,,,,,,,
11711874,,,1945,176560,176591,+,,CRISPR,,,,,,,,,
11427120,,,1945,176592,176626,+,,CRISPR spacer,,,,,,,,,
11569483,,,1945,176592,176626,+,,CRISPR spacer,,,,,,,,,
11711875,,,1945,176592,176626,+,,CRISPR spacer,,,,,,,,,
11427121,,,1945,176627,176658,+,,CRISPR,,,,,,,,,
11569484,,,1945,176627,176658,+,,CRISPR,,,,,,,,,
11711876,,,1945,176627,176658,+,,CRISPR,,,,,,,,,
11427122,,,1945,176659,176691,+,,CRISPR spacer,,,,,,,,,
11569485,,,1945,176659,176691,+,,CRISPR spacer,,,,,,,,,
11711877,,,1945,176659,176691,+,,CRISPR spacer,,,,,,,,,
11427123,,,1945,176692,176723,+,,CRISPR,,,,,,,,,
11569486,,,1945,176692,176723,+,,CRISPR,,,,,,,,,
11711878,,,1945,176692,176723,+,,CRISPR,,,,,,,,,
11427124,,,1945,176724,176756,+,,CRISPR spacer,,,,,,,,,
11569487,,,1945,176724,176756,+,,CRISPR spacer,,,,,,,,,
11711879,,,1945,176724,176756,+,,CRISPR spacer,,,,,,,,,
11427125,,,1945,176757,176788,+,,CRISPR,,,,,,,,,
11569488,,,1945,176757,176788,+,,CRISPR,,,,,,,,,
11711880,,,1945,176757,176788,+,,CRISPR,,,,,,,,,
11427126,,,1945,176789,176824,+,,CRISPR spacer,,,,,,,,,
11569489,,,1945,176789,176824,+,,CRISPR spacer,,,,,,,,,
11711881,,,1945,176789,176824,+,,CRISPR spacer,,,,,,,,,
11427127,,,1945,176825,176856,+,,CRISPR,,,,,,,,,
11569490,,,1945,176825,176856,+,,CRISPR,,,,,,,,,
11711882,,,1945,176825,176856,+,,CRISPR,,,,,,,,,
11427128,,,1945,176857,176889,+,,CRISPR spacer,,,,,,,,,
11569491,,,1945,176857,176889,+,,CRISPR spacer,,,,,,,,,
11711883,,,1945,176857,176889,+,,CRISPR spacer,,,,,,,,,
11427129,,,1945,176890,176921,+,,CRISPR,,,,,,,,,
11569492,,,1945,176890,176921,+,,CRISPR,,,,,,,,,
11711884,,,1945,176890,176921,+,,CRISPR,,,,,,,,,
11427130,,,1945,176922,176955,+,,CRISPR spacer,,,,,,,,,
11569493,,,1945,176922,176955,+,,CRISPR spacer,,,,,,,,,
11711885,,,1945,176922,176955,+,,CRISPR spacer,,,,,,,,,
11427131,,,1945,176956,176987,+,,CRISPR,,,,,,,,,
11569494,,,1945,176956,176987,+,,CRISPR,,,,,,,,,
11711886,,,1945,176956,176987,+,,CRISPR,,,,,,,,,
11427132,,,1945,176988,177020,+,,CRISPR spacer,,,,,,,,,
11569495,,,1945,176988,177020,+,,CRISPR spacer,,,,,,,,,
11711887,,,1945,176988,177020,+,,CRISPR spacer,,,,,,,,,
11427133,,,1945,177021,177052,+,,CRISPR,,,,,,,,,
11569496,,,1945,177021,177052,+,,CRISPR,,,,,,,,,
11711888,,,1945,177021,177052,+,,CRISPR,,,,,,,,,
11427134,,,1945,177053,177085,+,,CRISPR spacer,,,,,,,,,
11569497,,,1945,177053,177085,+,,CRISPR spacer,,,,,,,,,
11711889,,,1945,177053,177085,+,,CRISPR spacer,,,,,,,,,
11427135,,,1945,177086,177117,+,,CRISPR,,,,,,,,,
11569498,,,1945,177086,177117,+,,CRISPR,,,,,,,,,
11711890,,,1945,177086,177117,+,,CRISPR,,,,,,,,,
11427136,,,1945,177118,177150,+,,CRISPR spacer,,,,,,,,,
11569499,,,1945,177118,177150,+,,CRISPR spacer,,,,,,,,,
11711891,,,1945,177118,177150,+,,CRISPR spacer,,,,,,,,,
11427137,,,1945,177151,177182,+,,CRISPR,,,,,,,,,
11569500,,,1945,177151,177182,+,,CRISPR,,,,,,,,,
11711892,,,1945,177151,177182,+,,CRISPR,,,,,,,,,
11427138,,,1945,177183,177216,+,,CRISPR spacer,,,,,,,,,
11569501,,,1945,177183,177216,+,,CRISPR spacer,,,,,,,,,
11711893,,,1945,177183,177216,+,,CRISPR spacer,,,,,,,,,
11427139,,,1945,177217,177248,+,,CRISPR,,,,,,,,,
11569502,,,1945,177217,177248,+,,CRISPR,,,,,,,,,
11711894,,,1945,177217,177248,+,,CRISPR,,,,,,,,,
11427140,,,1945,177249,177281,+,,CRISPR spacer,,,,,,,,,
11569503,,,1945,177249,177281,+,,CRISPR spacer,,,,,,,,,
11711895,,,1945,177249,177281,+,,CRISPR spacer,,,,,,,,,
11427141,,,1945,177282,177313,+,,CRISPR,,,,,,,,,
11569504,,,1945,177282,177313,+,,CRISPR,,,,,,,,,
11711896,,,1945,177282,177313,+,,CRISPR,,,,,,,,,
11427142,,,1945,177314,177347,+,,CRISPR spacer,,,,,,,,,
11569505,,,1945,177314,177347,+,,CRISPR spacer,,,,,,,,,
11711897,,,1945,177314,177347,+,,CRISPR spacer,,,,,,,,,
11427143,,,1945,177348,177379,+,,CRISPR,,,,,,,,,
11569506,,,1945,177348,177379,+,,CRISPR,,,,,,,,,
11711898,,,1945,177348,177379,+,,CRISPR,,,,,,,,,
11427144,,,1945,177380,177413,+,,CRISPR spacer,,,,,,,,,
11569507,,,1945,177380,177413,+,,CRISPR spacer,,,,,,,,,
11711899,,,1945,177380,177413,+,,CRISPR spacer,,,,,,,,,
11427145,,,1945,177414,177445,+,,CRISPR,,,,,,,,,
11569508,,,1945,177414,177445,+,,CRISPR,,,,,,,,,
11711900,,,1945,177414,177445,+,,CRISPR,,,,,,,,,
11427146,,,1945,177446,177480,+,,CRISPR spacer,,,,,,,,,
11569509,,,1945,177446,177480,+,,CRISPR spacer,,,,,,,,,
11711901,,,1945,177446,177480,+,,CRISPR spacer,,,,,,,,,
11427147,,,1945,177481,177512,+,,CRISPR,,,,,,,,,
11569510,,,1945,177481,177512,+,,CRISPR,,,,,,,,,
11711902,,,1945,177481,177512,+,,CRISPR,,,,,,,,,
11427148,,,1945,177513,177547,+,,CRISPR spacer,,,,,,,,,
11569511,,,1945,177513,177547,+,,CRISPR spacer,,,,,,,,,
11711903,,,1945,177513,177547,+,,CRISPR spacer,,,,,,,,,
11427149,,,1945,177548,177579,+,,CRISPR,,,,,,,,,
11569512,,,1945,177548,177579,+,,CRISPR,,,,,,,,,
11711904,,,1945,177548,177579,+,,CRISPR,,,,,,,,,
11427150,,,1945,177580,177612,+,,CRISPR spacer,,,,,,,,,
11569513,,,1945,177580,177612,+,,CRISPR spacer,,,,,,,,,
11711905,,,1945,177580,177612,+,,CRISPR spacer,,,,,,,,,
11427151,,,1945,177613,177644,+,,CRISPR,,,,,,,,,
11569514,,,1945,177613,177644,+,,CRISPR,,,,,,,,,
11711906,,,1945,177613,177644,+,,CRISPR,,,,,,,,,
11427152,,,1945,177645,177679,+,,CRISPR spacer,,,,,,,,,
11569515,,,1945,177645,177679,+,,CRISPR spacer,,,,,,,,,
11711907,,,1945,177645,177679,+,,CRISPR spacer,,,,,,,,,
11427153,,,1945,177680,177711,+,,CRISPR,,,,,,,,,
11569516,,,1945,177680,177711,+,,CRISPR,,,,,,,,,
11711908,,,1945,177680,177711,+,,CRISPR,,,,,,,,,
209736,YP_009176.1,46562257.0,1945,178661,177828,-,DVUA0136,zupT,zinc transporter (TIGR),COG428,P,Predicted divalent heavy-metal cations transporter,,,"GO:0030001,GO:0016020,GO:0046873",,
408388,YP_009177.1,46562271.0,1945,179430,178783,-,DVUA0137,DVUA0137,response regulator (TIGR),COG2197,TK,Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain,,,"GO:0006355,GO:0000160,GO:0005622,GO:0000156,GO:0043565,GO:0003700",,
209735,YP_009178.1,46562256.0,1945,181501,179417,-,DVUA0138,DVUA0138,sensor histidine kinase (TIGR),COG4585,T,Signal transduction histidine kinase,,,"GO:0000160,GO:0016021,GO:0000155,GO:0046983,GO:0005524",,
209734,YP_009179.1,46562255.0,1945,183644,181665,-,DVUA0139,DVUA0139,outer membrane autotransporter barrel domain protein (TIGR),,,,,,GO:0019867,,
209731,YP_009181.1,46562253.0,1945,184188,183952,-,DVUA0141,DVUA0141,hypothetical protein (TIGR),,,,,,,,
209730,YP_009183.1,46562252.0,1945,186333,184786,-,DVUA0143,nifA-2,nif-specific regulatory protein (TIGR),COG3604,KT,"Transcriptional regulator containing GAF, AAA-type ATPase, and DNA binding domains",,,"GO:0000160,GO:0006355,GO:0009399,GO:0005622,GO:0016563,GO:0000166,GO:0017111,GO:0003700,GO:0008134,GO:0005524",,
408390,YP_009184.1,46562251.0,1945,186691,186548,-,DVUA0144,DVUA0144,hypothetical protein (TIGR),,,,,,,,
11399268,,,1945,187191,187322,+,,Protein-coding gene,,,,,,,,,
408391,YP_009185.1,46562281.0,1945,187348,191274,+,DVUA0145,DVUA0145,conserved domain protein (TIGR),,,,,,"GO:0008152,GO:0003824",,
1729992,,,1945,190437,190003,-,DVUAs01,DVUAs01,,,,,,,,,
209728,YP_009186.1,46562250.0,1945,191285,191755,+,DVUA0146,DVUA0146,hypothetical protein (TIGR),,,,,,"GO:0009405,GO:0050708,GO:0005737",,
209727,YP_009187.1,46562249.0,1945,192334,193575,+,DVUA0147,DVUA0147,conserved hypothetical protein (TIGR),COG2984,R,"ABC-type uncharacterized transport system, periplasmic component",,,,,
209726,YP_009188.1,46562248.0,1945,193583,196600,+,DVUA0148,DVUA0148,major facilitator superfamily protein (TIGR),COG2814,G,Arabinose efflux permease,,,"GO:0006810,GO:0016021,GO:0005215",,
209725,YP_009189.1,46562247.0,1945,196632,198416,+,DVUA0149,DVUA0149,hypothetical protein (TIGR),,,,,,,,
408392,YP_009190.1,46562273.0,1945,199346,198609,-,DVUA0150,DVUA0150,"bacterial extracellular solute-binding protein, family 3 (TIGR)",COG834,ET,"ABC-type amino acid transport/signal transduction systems, periplasmic component/domain",,,"GO:0006810,GO:0030288,GO:0005215",,
209723,YP_009191.1,46562246.0,1945,199858,200250,+,DVUA0151,DVUA0151,"DNA-binding protein, putative (TIGR)",,,,,,GO:0043565,,
209722,YP_009192.1,46562245.0,1945,200240,201535,+,DVUA0152,DVUA0152,conserved domain protein (TIGR),,,,,,"GO:0006265,GO:0005694,GO:0003918,GO:0005524",,
5451337,,,550,182,68,-,RNA46,rrnA5S,5S ribosomal RNA (RefSeq),,,,,,,,
5451338,,,550,3200,244,-,RNA38,rrnA23S,23S ribosomal RNA (RefSeq),,,,,,,,
5451339,,,550,4793,3402,-,RNA39,rrnA16S,16S ribosomal RNA (RefSeq),,,,,,,,
5451340,,,550,5223,5109,-,RNA47,rrnB5S,5S ribosomal RNA (RefSeq),,,,,,,,
5451341,,,550,8241,5285,-,RNA40,rrnB23S,23S ribosomal RNA (RefSeq),,,,,,,,
5451342,,,550,9834,8443,-,RNA41,rrnB16S,16S ribosomal RNA (RefSeq),,,,,,,,
532172,NP_987121.1,45357564.0,550,10104,10385,+,MMP0001,MMP0001,conserved archaeal protein (NCBI),COG4014,S,Uncharacterized protein conserved in archaea,,,,,
532173,NP_987122.1,45357565.0,550,10416,11480,+,MMP0002,MMP0002,L-seryl-tRNA selenium transferase related protein (NCBI),COG1921,E,Selenocysteine synthase [seryl-tRNASer selenium transferase],"TIGR03576 pyridoxal phosphate enzyme, MJ0158 family",Unknown function:Enzymes of unknown specificity,"GO:0001514,GO:0009058,GO:0005737,GO:0016769,GO:0004125,GO:0030170",2.9.1.1,L-seryl-tRNA(Sec) selenium transferase.
